Header line count: 79
Export version: 3.12
User:
 - name: Labor Labor
 - login: Labor
 - email: N/A

Project:
 - name: Practical Course EC2 SoSe25
 - tags: N/A
 - creator: Labor Labor

Test Plan:
 - name: CoinCell_Cycling_SoSe25
 - tags: N/A
 - creator: Labor Labor
 - tasks:
Step,Type,Control Parameters,Limits,Record Conditions
1,REST,,TIME > 6.0000h then NEXT_STEP,DELTA_TIME = 30.000s
2,LOOP,LOOP_ID: LOOP_1 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
3,CC,I: 237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 30.000s
4,CC,I: -237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 30.000s
N/A,LOOP,END LOOP_ID : LOOP_1,
5,LOOP,LOOP_ID: LOOP_2 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
6,CC,I: 2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 10.000s
7,CC,I: -2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 10.000s
N/A,LOOP,END LOOP_ID : LOOP_2,
8,LOOP,LOOP_ID: LOOP_3 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
9,CC,I: 4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 5.0000s
10,CC,I: -4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 5.0000s
N/A,LOOP,END LOOP_ID : LOOP_3,
 - no user variable
 - safety limits (after a time of 10.000ms):
  - U > 4.7000V then SAFETY_STOP

DUT Type:
 - name: Default Device Under Test
 - electrolyte: N/A
 - electrode material: N/A
 - description: N/A
 - tags: N/A
 - nominal capacity: N/A
 - maximum voltage: N/A
 - nominal voltage: N/A
 - minimum voltage: N/A
 - nominal energy: N/A
 - maximum discharge current: N/A
 - maximum charge current: N/A
 - mass: N/A
 - volume: N/A
 - surface area: N/A
 - characteristic mass: N/A
 - mass of active material: N/A
 - x: N/A
 - Molecular weight of active material at x=0: N/A
 - Acquisition started at x0=: N/A
 - Intercalated ion molecular weight of active material at x=0: N/A
 - Number of electrons transferred per intercalated ions: N/A

Test Run:
  - name: EC2_Group3_DS
  - tags: N/A
  - creator: Labor Labor
  - batch number: N/A
  - started on: 2025-09-16 10:23:18.671817
  - finished on: 2025-09-16 21:51:28.041441

Dut Run:
  - DUT Name: N/A
  - Comment: N/A

Instrument:
  - channel: A.7
  - model: BCS-905
  - serial number: 0729

System version: 3.0.0-9
System address: 10.128.128.50

Time /s,Step,Task,Cycle number,Loop 1 number,Loop 2 number,Loop 3 number,Loop 4 number,U /V,I /A,P /W,Q /Ah,Q charge /Ah,Q discharge /Ah,Capacity /Ah,Energy /Wh,Energy charge /Wh,Energy discharge /Wh,Temperature /CelsiusDegrees,I Range /A,Phase,Frequency /Hz,Ua /V,Ia /A,Impedance module /Ohms,Impedance phase /rad,Real impedance /Ohms,- Imaginary impedance /Ohms,Admittance module /Ohms,Admittance phase /rad,Real admittance /Ohms,Imaginary admittance /Ohms,@Var1,@Var2,@Var3,@Var4,@Var5,@Var6,@Var7,@Var8,@Var9,@Var10,Date Time /ns,Duration (step) /s,Umin (step) /V,Umax (step) /V,Umean (step) /V,Ubegin (step) /V,Uend (step) /V,Imin (step) /A,Imax (step) /A,Imean (step) /A,Ibegin (step) /A,Iend (step) /A,Q (step) /Ah,Q charge (step) /Ah,Q discharge (step) /Ah,Energy (step) /Wh,Energy charge (step) /Wh,Energy discharge (step) /Wh,Pmin (step) /W,Pmax (step) /W,Rdc (step) /Ohms,Rac (step) /Ohms,Counter value (loop),Loop ID (loop),List value (loop),Duration (loop) /s,Q (loop) /Ah,Q charge (loop) /Ah,Q discharge (loop) /Ah,Energy (loop) /Wh,Energy charge (loop) /Wh,Energy discharge (loop) /Wh,Duration (cycle) /s,Q (cycle) /Ah,Q charge (cycle) /Ah,Q discharge (cycle) /Ah,Efficiency (cycle) /none,Energy (cycle) /Wh,Energy charge (cycle) /Wh,Energy discharge (cycle) /Wh
2070.005,task_1,REST,,,,,,0.010030004195868969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020268.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100.005,task_1,REST,,,,,,-0.03697781637310982,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020298.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130.005,task_1,REST,,,,,,0.29055991768836975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020328.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160.005,task_1,REST,,,,,,0.2713482081890106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020358.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190.005,task_1,REST,,,,,,0.25075751543045044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020388.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.005,task_1,REST,,,,,,0.32890790700912476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020418.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250.005,task_1,REST,,,,,,0.30123475193977356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020448.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280.005,task_1,REST,,,,,,0.3959212303161621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020478.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310.005,task_1,REST,,,,,,0.3632262349128723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020508.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340.005,task_1,REST,,,,,,0.3408430516719818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020538.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370.005,task_1,REST,,,,,,0.2521001100540161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020568.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400.005,task_1,REST,,,,,,0.26849260926246643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020598.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430.005,task_1,REST,,,,,,0.2947944700717926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020628.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460.005,task_1,REST,,,,,,0.1574484407901764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020658.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490.005,task_1,REST,,,,,,0.31531739234924316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020688.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520.005,task_1,REST,,,,,,0.05784578621387482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020718.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550.005,task_1,REST,,,,,,0.010364343412220478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020748.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580.005,task_1,REST,,,,,,0.1097460612654686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020778.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610.005,task_1,REST,,,,,,0.09924964606761932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020808.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640.005,task_1,REST,,,,,,0.09515714645385742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020838.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670.005,task_1,REST,,,,,,-0.06783473491668701,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020868.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700.005,task_1,REST,,,,,,-0.1722574234008789,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020898.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730.005,task_1,REST,,,,,,-0.07409196346998215,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020928.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760.005,task_1,REST,,,,,,0.31546899676322937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020958.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790.005,task_1,REST,,,,,,0.2814532518386841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758020988.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820.005,task_1,REST,,,,,,0.19083739817142487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021018.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850.005,task_1,REST,,,,,,0.4030366539955139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021048.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880.005,task_1,REST,,,,,,0.39527103304862976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021078.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910.005,task_1,REST,,,,,,0.40475642681121826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021108.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940.005,task_1,REST,,,,,,0.40392813086509705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021138.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970.005,task_1,REST,,,,,,0.4043697118759155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021168.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000.005,task_1,REST,,,,,,0.40486210584640503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021198.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030.005,task_1,REST,,,,,,0.40516963601112366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021228.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060.005,task_1,REST,,,,,,0.4050072431564331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021258.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090.005,task_1,REST,,,,,,0.4051114022731781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021288.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.005,task_1,REST,,,,,,0.40495362877845764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021318.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150.005,task_1,REST,,,,,,0.4052565395832062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021348.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180.005,task_1,REST,,,,,,0.4053511619567871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021378.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210.005,task_1,REST,,,,,,0.40543466806411743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021408.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240.005,task_1,REST,,,,,,0.4053714871406555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021438.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270.005,task_1,REST,,,,,,0.4055326581001282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021468.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300.005,task_1,REST,,,,,,0.4042310416698456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021498.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330.005,task_1,REST,,,,,,0.40220528841018677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021528.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360.005,task_1,REST,,,,,,0.4049866199493408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021558.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390.005,task_1,REST,,,,,,0.4043019115924835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021588.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420.005,task_1,REST,,,,,,0.4049789011478424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021618.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450.005,task_1,REST,,,,,,0.4052312672138214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021648.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480.005,task_1,REST,,,,,,0.40527379512786865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021678.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510.005,task_1,REST,,,,,,0.40538904070854187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021708.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540.005,task_1,REST,,,,,,0.40545377135276794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021738.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570.005,task_1,REST,,,,,,0.4035226106643677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021768.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600.005,task_1,REST,,,,,,0.40474534034729004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021798.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630.005,task_1,REST,,,,,,0.40595388412475586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021828.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660.005,task_1,REST,,,,,,0.406348317861557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021858.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690.005,task_1,REST,,,,,,0.40655168890953064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021888.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720.005,task_1,REST,,,,,,0.4066053032875061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021918.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750.005,task_1,REST,,,,,,0.40645554661750793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021948.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780.005,task_1,REST,,,,,,0.40674737095832825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758021978.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810.005,task_1,REST,,,,,,0.4067978858947754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022008.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840.005,task_1,REST,,,,,,0.4067285656929016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022038.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870.005,task_1,REST,,,,,,0.4069415032863617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022068.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900.005,task_1,REST,,,,,,0.4069288671016693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022098.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930.005,task_1,REST,,,,,,0.4071387052536011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022128.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960.005,task_1,REST,,,,,,0.4072665870189667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022158.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990.005,task_1,REST,,,,,,0.40723979473114014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022188.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020.005,task_1,REST,,,,,,0.4072379469871521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022218.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050.005,task_1,REST,,,,,,0.4072980284690857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022248.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080.005,task_1,REST,,,,,,0.40745580196380615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022278.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110.005,task_1,REST,,,,,,0.4075787365436554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022308.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140.005,task_1,REST,,,,,,0.4075614809989929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022338.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170.005,task_1,REST,,,,,,0.4076419174671173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022368.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200.005,task_1,REST,,,,,,0.40766870975494385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022398.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230.005,task_1,REST,,,,,,0.40777134895324707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022428.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260.005,task_1,REST,,,,,,0.40784066915512085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022458.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290.005,task_1,REST,,,,,,0.4077617824077606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022488.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320.005,task_1,REST,,,,,,0.40785637497901917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022518.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350.005,task_1,REST,,,,,,0.4078739583492279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022548.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380.005,task_1,REST,,,,,,0.40787702798843384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022578.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410.005,task_1,REST,,,,,,0.40681207180023193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022608.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440.005,task_1,REST,,,,,,0.4073895514011383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022638.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470.005,task_1,REST,,,,,,0.40755993127822876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022668.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500.005,task_1,REST,,,,,,0.40790385007858276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022698.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4530.005,task_1,REST,,,,,,0.40800490975379944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022728.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560.005,task_1,REST,,,,,,0.40788504481315613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022758.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590.005,task_1,REST,,,,,,0.40788164734840393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022788.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620.005,task_1,REST,,,,,,0.4080221652984619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758022818.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
